Publish_Dates,Mains,Sources,Document_Types,Web_Urls,New_Desks,Section_Names,Snippets
2016-01-29,Barbie Adds Curvy and Tall to Body Shapes,The New York Times,article,http://www.nytimes.com/2016/01/29/business/barbie-now-in-more-shapes.html,Business,Business Day,"Mattel has unveiled curvy, petite and tall versions of its fashion doll whose unrealistically thin shape has drawn criticism for decades. Sales have plunged as Barbie has struggled to remain relevant."
2016-01-29,Art Institute of Chicago Names New Director: James Rondeau,The New York Times,article,http://www.nytimes.com/2016/01/29/arts/design/art-institute-of-chicago-names-new-director-james-rondeau.html,Weekend,Arts,"Mr. Rondeau, the curator of modern and contemporary art at the institute, will succeed Douglas Druick."
2016-01-29,Corporate Lawyers Say They Are Spending More In-House,The New York Times,article,http://www.nytimes.com/2016/01/29/business/dealbook/corporate-lawyers-say-they-are-spending-more-in-house.html,Business,Business Day,A study says the increase is a result of more regulatory scrutiny as corporate dealings become increasingly multinational.
2016-01-29,"Modest Advance for the Market, Lifted by a Rise in Oil",The New York Times,article,http://www.nytimes.com/2016/01/29/business/daily-stock-market-activity.html,Business,Business Day,The price of oil rose as the Russian government continued talks with Saudi Arabia and the OPEC oil cartel about cutting production.
2016-01-29,Washington Gives $1.3 Million in Parking Fines During Snowstorm,The New York Times,article,http://www.nytimes.com/2016/01/29/us/washington-gives-1-3-million-in-parking-fines-during-snowstorm.html,National,U.S.,"People who did not move their cars from snow emergency routes during the storm received $250 fines, and even more if their cars were towed."
2016-01-29,Must Rhodes Fall?,The New York Times,article,http://www.nytimes.com/2016/01/29/opinion/must-rhodes-fall.html,OpEd,Opinion,Campus iconoclasm has come to Oxford. But scrubbing awkward facts from history is a dangerous trend.
2016-01-29,Ford’s Annual Profit Surges to $7.4 Billion,The New York Times,article,http://www.nytimes.com/2016/01/29/business/ford-q4-earnings.html,Business,Business Day,"Lifted by strong sales in North America, the automaker said that it earned $1.9 billion in the fourth quarter."
2016-01-29,24 Die After Iraqi Kurdish Refugees’ Boat Sinks Off Greek Island,The New York Times,article,http://www.nytimes.com/2016/01/29/world/europe/refugees-migrants-kurds-greece.html,Foreign,World,"More than 3,700 migrants died while trying to enter Europe via the Mediterranean last year, and the latest accident was a reminder that the flow has not stopped."
2016-01-29,Disconnecting From a Virtual Private Network,The New York Times,article,http://www.nytimes.com/2016/01/29/technology/personaltech/disconnecting-from-a-virtual-private-network.html,Business,Technology,"If you do not want your VPN app to start up every time you use the Internet, you can adjust its settings."
2016-01-29,Russians Learn the Ways of the Cowboy From American Ranch Hands,The New York Times,article,http://www.nytimes.com/2016/01/29/world/europe/russians-learn-the-ways-of-the-cowboy-from-american-ranch-hands.html,Foreign,World,Russian landowners trying to increase domestic agriculture production are using trainers from the United States to teach workers about riding horses and herding cattle.
2016-01-29,French Comedian Dieudonné Says He’s Barred From Hong Kong,The New York Times,article,http://www.nytimes.com/2016/01/29/world/asia/dieudonne-hong-kong.html,Foreign,World,"He posted on Facebook a photograph of the notice denying him entry, writing that he and his sons had “been detained by the Hong Kong police for over 14 hours.”"
2016-01-29,Blackstone’s Fourth-Quarter Profit Plunges,The New York Times,article,http://www.nytimes.com/2016/01/29/business/dealbook/blackstones-profit-slumps-in-fourth-quarter.html,Business,Business Day,But the investment company reported a small increase in assets under management at time when most big asset managers had withdrawals.
2016-01-29,"Review: Rihanna, Blissfully Adrift, Juggles Styles on ‘Anti’",The New York Times,article,http://www.nytimes.com/2016/01/29/arts/music/review-rihanna-blissfully-adrift-juggles-styles-on-anti.html,Weekend,Arts,"Depending on the moment, she is an electric vocalist or an indifferent one, an emotional savant or a naif, Jon Caramanica writes. And this is her eighth album."
2016-01-29,Iranian Oil Shipper Hopes to Make Up for Lost Time as Sanctions End,The New York Times,article,http://www.nytimes.com/2016/01/29/world/middleeast/iran-sanctions-oil-shipping.html,Foreign,World,"For decades, the National Iranian Tanker Company shipped crude around the world. But after sanctions in 2012, business, long solid, unraveled in a couple of months."
2016-01-29,Illness That Diverted American Airlines Flight Remains a Mystery,The New York Times,article,http://www.nytimes.com/2016/01/29/world/europe/american-airlines-flight-aa109.html,Foreign,World,"Although it was still unclear what caused people on board to become sick, their symptoms resembled those associated with engine fumes leaking into the cabin."
2016-01-29,Alibaba’s Strong Earnings Are Seen as Good News for China’s Economy,The New York Times,article,http://www.nytimes.com/2016/01/29/business/alibaba-quarterly-earnings.html,Business,Business Day,The announcement that the company’s profit doubled in the most recent quarter is a potentially positive sign for consumer strength in China.
2016-01-29,"Zika Virus ‘Spreading Explosively’ in Americas, W.H.O. Says",The New York Times,article,http://www.nytimes.com/2016/01/29/health/zika-virus-spreading-explosively-in-americas-who-says.html,Foreign,Health,Officials from the group announced that they would convene a meeting on Monday to decide whether to declare a public health emergency.
2016-01-29,Donald Trump Divides God’s Voters,The New York Times,article,http://www.nytimes.com/2016/01/28/opinion/campaign-stops/donald-trump-divides-gods-voters.html,OpEd,Opinion,The reality TV star’s presidential campaign shows a split in the evangelical movement.
2016-01-29,"Everybody Hates Ted Cruz? No, Not Even Close",The New York Times,article,http://www.nytimes.com/2016/01/29/upshot/everybody-hates-ted-cruz-no-not-even-close.html,Upshot,The Upshot,"Survey data shows that the senator is popular among conservatives, and that more than 40 percent of G.O.P. moderates view him favorably."
2016-01-29,British Government to Delay Retail Sale of Lloyds Stake,The New York Times,article,http://www.nytimes.com/2016/01/29/business/dealbook/british-government-to-delay-retail-sale-of-lloyds-stake.html,Business,Business Day,"The government still owns about 9 percent of the bank, which received a $24 billion bailout during the financial crisis in 2008."
2016-01-29,On the Waterfront: Demand Rises for Mixed-Use Marinas,The New York Times,article,http://www.nytimes.com/2016/01/29/realestate/on-the-waterfront-demand-rises-for-mixed-use-marinas.html,Business,Real Estate,Developers of coastal residential enclaves around the world are kept busy as even non-boat owners seek shore views.
2016-01-29,An English Manor With a Military Past,The New York Times,article,http://www.nytimes.com/2016/01/29/realestate/an-english-manor-with-a-military-past.html,Business,Real Estate,A picturesque home where much of the planning for the Battle of Normandy took place is on the market.
2016-01-29,"Sellers of Donkey Gelatin, a Chinese Cure in Crisis, Seek a State Remedy",The New York Times,article,http://www.nytimes.com/2016/01/29/world/asia/china-tcm-donkey-skin-gelatin.html,Foreign,World,"Modern China is breeding fewer donkeys, threatening the supply of a traditional medicine made from their hides and inviting a flood of fakes into the market."
2016-01-29,Sixth Ex-Broker Cleared in London Libor Trial,The New York Times,article,http://www.nytimes.com/2016/01/29/business/dealbook/sixth-ex-broker-cleared-in-london-libor-trial.html,Business,Business Day,"A jury found Darrell P. Read, who formerly worked at the British financial firm ICAP, not guilty on the remaining conspiracy charge that he faced."
2016-01-29,An English Home That Offers More Than Hospitality,The New York Times,article,http://www.nytimes.com/2016/01/29/realestate/an-english-home-that-offers-more-than-hospitality.html,Business,Real Estate,"A Georgian building has been given new life, functioning as both a home and a state-of-the-art cookery and craft school."
2016-01-29,"Williams vs. Graf, and Graf’s Disciple",The New York Times,article,http://www.nytimes.com/2016/01/29/sports/tennis/steffi-graf-casts-a-long-shadow-over-australian-open-final.html,Sports,Sports,"Angelique Kerber, inspired by Steffi Graf, her idol and fellow German, will play in the Australian Open final against Serena Williams, who can tie Graf’s Open-era record of 22 major singles titles."
2016-01-29,"The Challenger Space Shuttle Disaster, 30 Years Later",The New York Times,multimedia,http://www.nytimes.com/interactive/2016/01/29/science/space/challenger-explosion-30-year-anniversary.html,Science / Space & Cosmos,Science,"The explosion of the space shuttle Challenger on Jan. 28, 1986, remains one of the worst accidents of the American space program."
2016-01-29,"In ‘Kung Fu Panda 3,’ a New Dad Who Talks Like Bryan Cranston",The New York Times,article,http://www.nytimes.com/2016/01/29/movies/bryan-cranston-jack-black-kung-fu-panda-3-review.html,Weekend,Movies,"The film’s central character, voiced by Jack Black, reunites with his long-lost father just as all of China is menaced by a fearsome beast."
2016-01-29,"Review: ‘The Finest Hours’ Stars Chris Pine, Leading a Mission Against All Odds",The New York Times,article,http://www.nytimes.com/2016/01/29/movies/chris-pine-the-finest-hours-review.html,Weekend,Movies,"Based on a real-life 1952 rescue of men aboard a tanker in a brutal storm, this nostalgic film also features Casey Affleck as a heroic shipboard engineer."
2016-01-29,Our Man in Iowa: Reading the Donald Trump Tea Leaves,The New York Times,article,http://www.nytimes.com/2016/01/29/us/politics/iowa-caucus-donald-trump.html,National,U.S.,We sent our reporter Trip Gabriel to live in Iowa. Here’s what he’s watching for as the caucuses near.
2016-01-29,Israel's Image Issue,The New York Times,article,http://www.nytimes.com/2016/01/29/opinion/israels-image-issue.html,Editorial,Opinion,American Jewish leaders say rallying support for Israel is becoming more difficult amid persistent U.S.-Israeli tensions.
2016-01-29,Couture Season Ends With Valentino and Guo Pei,The New York Times,article,http://www.nytimes.com/2016/01/29/fashion/valentino-couture-paris.html,Styles,Fashion & Style,"The diversity — from Beijing, Russia, the Netherlands and that legendary house in Rome — illustrates how couture is quietly expanding."
2016-01-29,Voter Registration Doesn’t Point to Huge Iowa Surge,The New York Times,article,http://www.nytimes.com/2016/01/29/upshot/surge-for-sanders-or-trump-in-iowa-voter-registration-doesnt-suggest-it.html,Upshot,The Upshot,"Bernie Sanders and Donald Trump are counting on infrequent voters, but the evidence indicates this hope is misplaced."
2016-01-29,"Akira Amari, Japan’s Economic Revitalization Minister, Resigns Amid Scandal",The New York Times,article,http://www.nytimes.com/2016/01/29/world/asia/japan-akira-amari-resigns.html,Foreign,World,The move came after allegations that he took money from the head of a construction company in exchange for political favors.
2016-01-29,Colleges That Ask Applicants About Brushes With the Law Draw Scrutiny,The New York Times,article,http://www.nytimes.com/2016/01/29/us/colleges-that-ask-applicants-about-brushes-with-the-law-draw-scrutiny.html,National,U.S.,Auburn is one of 17 universities in the South that a civil rights group says include broad questions about contact with the legal system on admissions forms.
2016-01-29,New Snow-Plowing Strategy Left a ‘Mixed Bag’ in Queens,The New York Times,article,http://www.nytimes.com/2016/01/29/nyregion/new-snow-plowing-strategy-left-behind-mixed-bag-in-queens.html,Metro,N.Y. / Region,The New York Sanitation Department’s revised approach to prioritizing streets to be cleared of snow relies on two designations: critical and sector. The weekend blizzard tested the plan.
2016-01-29,‘Blooks: The Art of Books That Aren’t’ Explores the World of Fake Books,The New York Times,article,http://www.nytimes.com/2016/01/29/books/a-secret-in-every-tome-no-text-required.html,Weekend,Books,About 200 fake books — or blooks — are on display at the Grolier Club in a show that appears to be the first of its kind in the United States.
2016-01-29,What to Look for in a Republican Debate Without Donald Trump,The New York Times,article,http://www.nytimes.com/2016/01/29/us/politics/republican-debate-fox-news.html,National,U.S.,New York Times political reporters share what they watched during the last face-off before the Iowa caucuses on Monday.
2016-01-29,A Conspiracy to Steal Secrets of U.S. Corn,The New York Times,article,http://www.nytimes.com/2016/01/29/business/international/china-us-monsanto-dupont-corn.html,Business,Business Day,A Chinese national crawled in Iowa fields to get seed corn for a Beijing company.
2016-01-29,Rival Confirms Bid for Australian Port and Railroad Operator,The New York Times,article,http://www.nytimes.com/2016/01/29/business/dealbook/australia-port-qube-asciano.html,Dealbook,Business Day,"The Australian port operator Qube and three partners on Thursday offered about $6.3 billion for Asciano, which said it still favored another bid."
2016-01-29,Deutsche Bank Says Managers Won’t Get Bonuses Amid Record Loss,The New York Times,article,http://www.nytimes.com/2016/01/29/business/dealbook/deutsche-bank-loss-2015.html,Business,Business Day,"Germany’s biggest bank affirmed the $7.4 billion full-year loss it had previewed last week, and it said that management and shareholders would share the pain."
2016-01-29,New York Arts Organizations Lack the Diversity of Their City,The New York Times,article,http://www.nytimes.com/2016/01/29/arts/new-york-arts-organizations-lack-the-diversity-of-their-city.html,Culture,Arts,"New York’s cultural sector is still more diverse than arts institutions on the national level, according to a survey released by the city’s Cultural Affairs Department."
2016-01-29,"Review: ‘Imagining the Imaginary Invalid,’ About Absence and Art Making",The New York Times,article,http://www.nytimes.com/2016/01/28/theater/review-imagining-the-imaginary-invalid-about-absence-and-art-making.html,Weekend,Theater,This large-cast elegy from the experimental companies Mabou Mines and Trick Saddle mingles Molière with more recent memories.
2016-01-29,"Video Review: The New XF, a Jaguar Light on Its Feet",The New York Times,article,http://www.nytimes.com/2016/01/29/automobiles/autoreviews/video-review-the-new-xf-a-jaguar-light-on-its-feet.html,Business,Automobiles,"This luxury performance sedan is, on average, 200 pounds lighter than the outgoing model, with a bonded and riveted aluminum platform instead of steel."
2016-01-29,"Bach, Reich, Bartok, Beethoven and More",The New York Times,article,http://www.nytimes.com/2016/01/28/arts/music/bach-reich-bartok-beethoven-and-more.html,Weekend,Arts,"A roundup of recent classical recordings, featuring musicians like the pianist Ingrid Andsnes and Third Coast Percussion."
2016-01-29,Review: ‘Wide Awake Hearts’ and the ABC’s of Infidelity,The New York Times,article,http://www.nytimes.com/2016/01/22/theater/review-wide-awake-hearts-and-the-abcs-of-infidelity.html,Weekend,Theater,"In a cruel manipulation, a film director casts his wife opposite the actor friend he believes she is enamored with."
2016-01-30,Hillary Clinton Criticizes Bernie Sanders and Ted Cruz on Healthcare,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/hillary-clinton-criticizes-bernie-sanders-and-ted-cruz-on-healthcare/,Politics,U.S.,"Hillary Clinton staked out her position as the lone defender of the Affordable Care Act on Saturday night, warning that her Democratic rival, Senator Bernie Sanders, would scrap it and start over and that Republicans would hand healthcare back to insurers and drug-makers."
2016-01-30,Bernie Sanders Sings &#8216;This Land Is Your Land&#8217; With Vampire Weekend,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/sanders-rallies-iowa-students/,Politics,U.S.,"A rally and concert at the University of Iowa raises awareness, and the roof."
2016-01-30,A Bloomberg Poll Finds Little Support for Michael Bloomberg,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/a-bloomberg-poll-finds-little-support-for-michael-bloomberg/,Politics,U.S.,A Bloomberg-sponsored poll delivered some sour news about Michael R. Bloomberg himself: Few Iowa voters like him as he weighs a third party White House run.
2016-01-30,Myanmar’s Unemployed Elephants,The New York Times,multimedia,http://www.nytimes.com/video/world/asia/100000004178805/myanmars-unemployed-elephants.html,World / Asia Pacific,World,"Myanmar’s newly democratic government has banned the export of raw timber, to help fight deforestation. But that has idled thousands of the elephants that toil in the logging industry."
2016-01-30,Screen Actors Guild Awards Red Carpet,The New York Times,article,http://www.nytimes.com/2016/01/30/fashion/sag-awards-2016-red-carpet.html,Styles,Fashion & Style,"Laverne Cox, Kiernan Shipka and Ellie Kemper were among the celebrities walking the carpet at the awards ceremony on Saturday evening."
2016-01-30,Screen Actors Guild Awards Red Carpet,The New York Times,multimedia,http://www.nytimes.com/slideshow/2016/01/30/fashion/sag-awards-2016-red-carpet-photos.html,Fashion & Style,Fashion & Style,"Kate Winslet, Alicia Vikander and Brie Larson were among the celebrities walking the carpet at the awards ceremony on Saturday evening."
2016-01-30,Donald Trump Leads Ted Cruz in Top Iowa Poll,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/donald-trump-leading-ted-cruz-in-top-iowa-poll/,Politics,U.S.,The respected Des Moines Register poll found that Donald J. Trump had widened his lead against Senator Ted Cruz in Iowa.
2016-01-30,Message to Buyers,The New York Times,blogpost,http://wordplay.blogs.nytimes.com/2016/01/30/message-to-buyers/,Business,Crosswords & Games,Yaakov Bendavid returns with a message for all of us.
2016-01-30,Iowa Official Criticizes Cruz Campaign Over Mailer,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/iowa-official-criticizes-cruz-campaign-over-mailer/,Politics,U.S.,Iowa’s secretary of state chastised the presidential campaign of Senator Ted Cruz on Saturday for sending a mailer that he said violated “the spirit of the Iowa caucuses” and misrepresented state election law.
2016-01-30,Donald Trump Offers to Let Children &#8216;Run Through&#8217; His Plane While He Speaks in Iowa,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/donald-trump-offers-to-let-children-run-through-his-plane-while-he-speaks-in-iowa/,Politics,U.S.,"At the outset at a rally in Dubuque, Iowa, Mr. Trump offered to keep children happy after waiting more than an hour in a chilly airport hangar by letting them board his plane."
2016-01-30,"Mayor Bill de Blasio of New York, a Distinct Sight in Iowa, Rallies the Clinton Troops",The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/mayor-bill-de-blasio-of-new-york-a-distinct-sight-in-iowa-rallies-the-clinton-troops/,Politics,U.S.,"The New York mayor sought to emphasize Hillary Clinton’s foreign policy know-how, a slight shift from his usual focus on social issues, in his remarks at a canvassing event in Des Moines."
2016-01-30,John Kasich Courts New Hampshire Independents,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/john-kasich-courts-new-hampshire-independents/,Politics,U.S.,"“The Republican Party is my vehicle, but it has never been my master,” Mr. Kasich said as he wooed middle-of-the road voters in New Hampshire while his opponents scoured Iowa for last-minute converts."
2016-01-30,"Tentative Agreement Reached for More Democratic Debates, Aides Say",The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/tentative-agreement-reached-for-more-democratic-debates-aides-say/,Politics,U.S.,Aides to Hillary Clinton and Senator Bernie Sanders said the campaigns were working on details for holding a debate in New Hampshire next week and three more after that.
2016-01-30,The Iowa Push,The New York Times,multimedia,http://www.nytimes.com/slideshow/2016/01/30/us/politics/iowa-presidential-primary.html,U.S. / Politics,U.S.,"With the caucus on the horizon, the presidential candidates blanketed the state with events."
2016-01-30,Fall in Logging Leaves Myanmar’s Elephants Jobless,The New York Times,multimedia,http://www.nytimes.com/slideshow/2016/01/30/world/asia/fall-in-logging-leaves-myanmars-elephants-jobless.html,World / Asia Pacific,World,"Shrinking forests and a ban on raw timber exports have left an uncertain future for Myanmar’s 5,500 or so pachyderms in captivity."
2016-01-30,Uncomfortable Question for Ted Cruz on Obamacare Silences the Room,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/uncomfortable-question-for-ted-cruz-on-obamacare-silences-the-room/,Politics,U.S.,"A Hillary Clinton supporter whose brother-in-law, uninsured until the Affordable Care Act, died of cancer, asked Senator Ted Cruz what he would replace the law with if he dismantled it."
2016-01-30,Variety: Spiral,The New York Times,blogpost,http://wordplay.blogs.nytimes.com/2016/01/30/variety-spiral-4/,Business,Crosswords & Games,Will Shortz returns with a Spiral variety puzzle.
2016-01-30,Bill Cunningham | Blizzard City,The New York Times,article,http://www.nytimes.com/2016/01/30/fashion/bill-cunningham-blizzard-city.html,Styles,Fashion & Style,Saturday’s snow storm led to the inevitable parade of businessmen in leather shoes jumping over puddles.
2016-01-30,Chuck Hagel Encourages Michael Bloomberg on 2016 Race,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/chuck-hagel-encourages-michael-bloomberg-on-2016-race/,Politics,U.S.,Chuck Hagel said he would be likely to back an independent president bid by Michael R. Bloomberg if Republicans nominate a candidate he considers unacceptable.
2016-01-30,A Little Variety,The New York Times,blogpost,http://wordplay.blogs.nytimes.com/2016/01/30/a-little-variety/,Business,Crosswords & Games,How did you do on the “A Little Variety” puzzles?
2016-01-30,Clinton to Attack Sanders in Iowa on Gun Control,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/30/clinton-to-attack-sanders-in-iowa-on-gun-control/,Politics,U.S.,"Hillary Clinton will spend her last Saturday before the Iowa caucuses hitting Bernie Sanders, her rival for the Democratic nomination, on an issue that could potentially hurt him the most."
2016-01-30,"Corrections: January 30, 2016",The New York Times,article,http://www.nytimes.com/2016/01/30/pageoneplus/corrections-january-30-2016.html,Summary,Corrections,"Corrections appearing in print on Saturday, January 30, 2016."
2016-01-30,Quotation of the Day,The New York Times,article,http://www.nytimes.com/2016/01/30/todayspaper/quotation-of-the-day.html,Summary,Today’s Paper,"Quotation of the Day for Saturday, January 30, 2016."
2016-01-30,What to Watch Saturday,The New York Times,article,http://www.nytimes.com/2016/01/30/arts/television/what-to-watch-saturday.html,Culture,Arts,"“The Great Escape” is on TV, or you can opt for “Dateline,” “Cops,” “Sex Sent Me to the E.­R.” or the Wes Anderson film “Rushmore."
2016-01-30,Mets Sign Second Baseman,The New York Times,article,http://www.nytimes.com/2016/01/30/sports/baseball/mets-sign-second-baseman.html,Sports,Sports,"Second baseman Neil Walker agreed to a one-year, $10.55 million contract with the Mets."
2016-01-30,Russian Wins Gold Medal,The New York Times,article,http://www.nytimes.com/2016/01/30/sports/russian-wins-gold-medal.html,Sports,Sports,"Evgenia Medvedeva won a gold medal in her debut at the European figure skating championships in Bratislava, Slovakia."
2016-01-30,Notre Dame Retains Coach,The New York Times,article,http://www.nytimes.com/2016/01/30/sports/ncaafootball/notre-dame-retains-coach.html,Sports,Sports,Brian Kelly agreed to a six-year contract to remain as coach at Notre Dame through the 2021 season.
2016-01-30,Columbia Still Perfect in Ivy,The New York Times,article,http://www.nytimes.com/2016/01/30/sports/ncaabasketball/columbia-still-perfect-in-ivy.html,Sports,Sports,"Maodo Lo had 16 points, 6 rebounds and 5 steals, and visiting Columbia (14-6, 3-0) stayed undefeated in Ivy League play with a 77-60 win over Dartmouth (7-10, 1-2)."
2016-01-30,I.O.C. Offers Zika Advice,The New York Times,article,http://www.nytimes.com/2016/01/30/sports/olympics/ioc-offers-zika-advice.html,Sports,Sports,The International Olympic Committee advised national Olympic committees on Friday to follow the World Health Organization’s guidance on dealing with the Zika virus in preparation for the Olympics in Rio de Janeiro in August.
2016-01-30,Transfer Bans Suspended,The New York Times,article,http://www.nytimes.com/2016/01/30/sports/soccer/transfer-bans-suspended.html,Sports,Sports,"The transfer bans imposed on Real Madrid and Atlético Madrid have been suspended until the appeals process is completed, according to FIFA, soccer’s world governing body."
2016-01-30,"Paid Notice: Deaths  WAGMAN, FREDRICA BARRIS",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=990CE1D81F3AF933A05752C0A9609D8B63,Classified,Paid Death Notices,"WAGMAN--Fredrica Barris, on January 27, 2016. Beloved mother of Joel, James, Nela, Mary, and the late Nancy, and beloved wife of the late Howard Wagman. Mother- in-law to Mina, Anne Landsman, and Steven Wein, sister of Chuck and sister-in-law Mary Barris. Author of five published novels, numerous stories-unique, creative, talented and loving, she will be greatly missed by family and cherished friends. With her husband Howard, in Philadelphia, she was a founding member of the Juvenile Diabetes Research Foundation, and an active supporter of Project HOME. Graveside services will be held at Roosevelt Memorial Park, Friday at 2:15pm, after which family and friends will be welcome at the home of Joel Wagman. www.levinefuneral.com 1/3"
2016-01-30,"Paid Notice: Deaths  SOMMER, EVELYN M.",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=980DE1D81F3AF933A05752C0A9609D8B63,Classified,Paid Death Notices,"SOMMER--Evelyn M.,91, on January 27, 2016. She worked full-time as a patent attorney for over 60 years, until 10 days before her death. Devoted to her husband of 57 years, Rudolph Sommer, who predeceased her. She leaves three children, Peter Sommer, Cathy Iselin, and Tim Sommer, as well as three grandchildren, Adele, John, and Lucy. Graveside service 2pm, Sunday, January 31, at Spring Grove Cemetery in Darien, CT. Donations may be made in her memory to Cambridge Friends School Playscape, Cambridge Friends School, 5 Cadbury Road, Cambridge, MA 02140. 1/3"
2016-01-30,"Paid Notice: Deaths  GILBERT, ELAINE",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9B04E1D81F3AF933A05752C0A9609D8B63,Classified,Paid Death Notices,"GILBERT--Elaine. Elaine Caplan Gilbert, 89, on January 27, 2016. Beloved of the late Marvin (Bud) Gilbert; cherished mother of Scott (Anne) and Glen (Beth); adored grandmother of Daniel (Leah), Sarah (Zach), David, Rebecca (Scott) and Samantha; loving great-grandmother of Natalia; dear sister of Joan Cohen. A vivacious woman of great beauty and charm, she will forever be in our hearts. Graveside services to be held at Mt. Hebron Cemetery, Flushing, NY on January 31 at 11am. Contributions in Elaine's memory may be made to the Alzheimer's Association, 2900 Westchester Ave., Purchase, NY 10577. 1/3"
2016-01-30,"Paid Notice: Deaths  BECK, JOEL ISAAC",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=980CE2D81F3AF933A05752C0A9609D8B63,Classified,Paid Death Notices,"BECK--Joel Isaac, born in Buffalo, NY to Seymore and Marcel Beck. Received his PhD and taught philosophy at the University of Chicago. He was the Residence Director at The Bridge, NYC, 11 years. Beloved therapist, supervisor, teacher, writer. Survived by his children, Katrina and Sam, sister Beth and four grandchildren. His contribution to psychoanalysis and philosophy will continue in the lives he touched. Service 2pm Sunday at ""The Riverside"" 76 Street and Amsterdam Avenue. 1/3"
2016-01-30,"Paid Notice: Deaths  SMITH, HOWARD",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9D00E1D81F3AF933A05752C0A9609D8B63,Classified,Paid Death Notices,"SMITH--Howard. NYU Lutheran's board and staff are deeply saddened by the passing of chair emeritus Howard Smith. As chairman of Lutheran Medical Center and Augustana Center from 1966 until 2004, Smith, who died Thursday at age 85, left an indelible legacy on southwest Brooklyn. With his friend New York City Mayor John Lindsay and the American Lutheran Church, Mr. Smith brokered the 1977 expansion and relocation of Lutheran Medical Center from 4th Avenue and 46th Street to its present location, a former warehouse at 55th Street and 2nd Avenue in Sunset Park. He facilitated the creation of the Sunset Park Family Health Center, now called NYU Lutheran Family Health Centers, the second largest federally qualified health center network in the nation. He created a lasting financial foundation for Lutheran through Health Plus, an innovative government-sponsored insurance program for low-income residents. Lutheran's sale of Health Plus to Amerigroup in 2011 created an endowment that continues to help modernize the health system. Mr. Smith, a lifelong Brooklyn resident, was chairman emeritus of the United Hospital Fund, former president of the Brooklyn Public Library Board of Trustees, and past vice president and director of the Brooklyn Chamber of Commerce. Mr. Smith received a bachelor's in chemical engineering from Princeton University and served in the U.S. Army. He served 40 years as president of Virginia Dare Extract Company, which was founded by his grandfather Bernard, and was a former director of Dime Savings Bank of New York before it merged with Washington Mutual in 2002. He is predeceased by his wife, Elsie, and survived by his three children, Howard Jr., Jean, and Lilla, and grandchildren. NYU Lutheran mourns as we celebrate Mr. Smith's life and legacy. A wake will be held at Clavin Funeral Home, 7722 4th Ave., Brooklyn, on Tuesday, February 2, at 4-8pm. Services will be held at the Lutheran Church of the Good Shepherd, 7420 4th Ave., Brooklyn, on Wednesday, February 3, at 10 am. 1/3"
2016-01-30,"Paid Notice: Deaths  KIBEL, HENRY",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9407E1D81F3AF933A05752C0A9609D8B63,Classified,Paid Death Notices,"KIBEL--Henry. After 96 years of laughing, loving, shouting, learning, teaching, and building, Henry, the beloved patriarch of the Kibel family, passed away peacefully Wednesday night surrounded by family and friends. Henry created a wonderful life for his family and for the many others who benefited from his generosity. He graduated from Stuyvesant High School, William & Mary College and Yale University School of Architecture. He was a naval officer in the South Pacific during World War II. Henry was an architect, a builder and an artist. He built thousands of apartments in New York City. Every part of the development process carried his imprint. Henry was a master of making things-creating gave him joy. Whether he was building an apartment tower or creating illustrations that accompany the recipes of the renowned chef Andre Soltner's cookbook, Henry's passion never stopped. In addition to the building legacy he created, Henry was, in his own words, the inventor of important things: the 12"" kitchen cabinet and innovative real estate advertising- including the successful campaign for 85 John Street, 'featuring lousy views and flushing toilets.' The fancy suspender companies will sorely miss Henry, who supported their industry and whose industry supported his pants. Although he oversalted everything, he managed to live to 96. On second thought, his memory was not so great for the last 10 years, so maybe the salt was not so good. Henry is survived by his sister, three children, eight grandchildren, and many nephews and nieces. The funeral will be held on Friday, January 29 at 11:30am at Frank Campbell Funeral Chapel, 1076 Madison Avenue. We will sorely miss him. The Kibel and Levenson Families 1/3"
